S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
894,"Mahindra Scorpio LX 2.6 Turbo",Hyderabad,2008,131000,Diesel,Manual,First,10.5,2609,120,7,0,3.6
895,"Mercedes-Benz E-Class E250 CDI Avantgrade",Kochi,2015,42076,Diesel,Automatic,First,13,2143,201.1,5,0,21.8
896,"Toyota Fortuner 4x2 Manual",Mumbai,2012,76000,Diesel,Manual,Second,13,2982,168.5,7,0,13.5
897,"Datsun redi-GO T Option",Bangalore,2016,20487,Petrol,Manual,First,22.7,799,53.64,5,4.37,2.66
898,"Honda City V MT",Delhi,2010,43000,Petrol,Manual,Second,16.8,1497,116.3,5,0,3.75
899,"Toyota Camry Hybrid",Pune,2018,17000,Petrol,Automatic,First,19.16,2494,158.2,5,0,32
900,"Honda City i DTec V",Coimbatore,2016,60805,Diesel,Manual,First,26,1498,98.6,5,0,8.07
901,"Volkswagen Jetta 2012-2014 2.0L TDI Trendline",Kochi,2012,58775,Diesel,Manual,First,19.33,1968,138.1,5,0,5.64
902,"Audi A6 2011-2015 2.0 TDI",Hyderabad,2013,70181,Diesel,Automatic,First,17.68,1968,174.33,5,0,23.99
903,"Maruti Ertiga VDI",Coimbatore,2016,85827,Diesel,Manual,First,20.77,1248,88.76,7,0,7.5
904,"Mercedes-Benz New C-Class C 220 CDI Style",Jaipur,2016,58205,Diesel,Automatic,First,19.27,2143,167.62,5,0,27
905,"Maruti Swift Dzire Vdi BSIV",Mumbai,2008,91000,Diesel,Manual,Second,19.3,1248,73.9,5,0,2.85
906,"Renault Duster 110PS Diesel RxZ Pack",Pune,2012,74000,Diesel,Manual,First,19.01,1461,108.45,5,0,6.35
907,"Maruti Ritz VDi",Hyderabad,2010,79324,Diesel,Manual,First,21.1,1248,73.9,5,0,3.3
908,"Maruti Swift Dzire VXI",Bangalore,2013,38623,Petrol,Manual,First,19.1,1197,85.8,5,0,5
909,"Maruti Swift ZDi",Coimbatore,2014,59923,Diesel,Manual,First,22.9,1248,74,5,0,6.46
910,"Hyundai EON Sportz",Jaipur,2017,23360,Petrol,Manual,First,21.1,814,55.2,5,0,3.75
911,"Maruti Zen VXI BSII",Kochi,2003,61495,Petrol,Manual,Third,17.3,993,60,5,0,1.52
912,"Maruti Eeco 7 Seater Standard",Coimbatore,2012,56661,Petrol,Manual,First,15.1,1196,73,7,4.98,3.61
913,"Audi Q5 30 TDI quattro Premium",Coimbatore,2017,40318,Diesel,Automatic,First,14.16,1968,174.3,5,0,43.74
914,"Audi Q3 2.0 TDI",Chennai,2014,60000,Diesel,Automatic,First,15.73,1968,174.33,5,0,20
915,"Smart Fortwo CDI AT",Pune,2008,103000,Diesel,Automatic,Second,0,799,NULL,2,0,3
916,"Maruti Swift Dzire VDi",Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248,73.9,5,0,3.65
917,"Tata Sumo DX",Mumbai,2013,20000,Diesel,Manual,First,14.07,1978,83.1,10,0,5.25
918,"BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater",Hyderabad,2016,76000,Diesel,Automatic,First,15.97,2993,258,7,0,58
919,"Honda City i-VTEC CVT VX",Mumbai,2015,30000,Petrol,Automatic,First,18,1497,117.3,5,15.29,8.65
920,"Tata Indigo eCS eLX BS IV",Delhi,2015,150000,Diesel,Manual,First,25,1396,69.01,5,0,2.5
921,"Volkswagen Vento TSI",Chennai,2014,28000,Petrol,Automatic,First,16.93,1197,103.6,5,0,7.75
922,"Maruti Celerio VXI",Bangalore,2015,74000,Petrol,Manual,First,23.1,998,67.04,5,0,4.15
923,"Toyota Fortuner 3.0 Diesel",Delhi,2011,75000,Diesel,Manual,First,11.5,2982,171,7,0,10.85
924,"Mitsubishi Outlander 2.4",Delhi,2010,76000,Petrol,Automatic,Second,11.3,2360,170,5,0,5.53
925,"Volkswagen Jetta 2007-2011 1.9 Highline TDI",Pune,2014,64889,Diesel,Automatic,First,15.5,1896,105,5,0,11.5
926,"Porsche Cayman 2009-2012 S",Hyderabad,2010,10000,Petrol,Manual,First,9,3436,NULL,2,0,40
927,"Hyundai Creta 1.6 CRDi SX",Kolkata,2015,43000,Diesel,Manual,First,19.67,1582,126.2,5,0,9.25
928,"Skoda Fabia 1.2 MPI Ambiente Petrol",Pune,2011,47490,Petrol,Manual,First,17.5,1198,75,5,0,2.29
929,"Ford EcoSport 1.5 TDCi Titanium",Chennai,2015,80000,Diesel,Manual,First,22.77,1498,98.59,5,0,7
930,"Maruti Zen Estilo 1.1 LXI BSIII",Bangalore,2007,60000,Petrol,Manual,Second,18.2,1061,64,5,0,1.65
931,"Maruti Ciaz 1.4 Delta",Ahmedabad,2017,6006,Petrol,Manual,First,20.73,1373,91.1,5,0,8.25
932,"Mercedes-Benz New C-Class C 200 Avantgarde Edition C",Kochi,2011,71703,Petrol,Automatic,First,14.74,1991,181.03,5,0,9.14
933,"Honda Amaze SX i-VTEC",Hyderabad,2016,33000,Petrol,Manual,First,17.8,1198,86.7,5,0,6.5
934,"Toyota Etios GD",Kolkata,2012,60000,Diesel,Manual,First,23.59,1364,NULL,5,0,2.95
935,"Renault Duster 85PS Diesel RxL",Jaipur,2015,91000,Diesel,Manual,First,19.87,1461,83.8,5,0,5.75
936,"Maruti Wagon R LXI LPG BSIV",Hyderabad,2012,72000,LPG,Manual,First,26.2,998,58.2,5,0,2.85
937,"Volkswagen Polo Petrol Highline 1.2L",Kolkata,2011,43000,Petrol,Manual,Second,16.47,1198,73.9,5,0,2.1
938,"Hyundai Creta 1.6 SX Plus Diesel",Coimbatore,2017,63770,Diesel,Manual,First,19.67,1582,126.2,5,0,13.55
939,"Jaguar XF Diesel",Kolkata,2012,43510,Diesel,Automatic,First,14.74,2993,270.9,5,0,20.5
940,"Jeep Compass 2.0 Limited 4X4",Mumbai,2017,52000,Diesel,Manual,First,16.3,1956,170,5,24.26,20
941,"Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic",Kochi,2018,31427,Diesel,Automatic,First,15.68,1999,177,5,75.12,59.72
942,"Maruti Baleno Alpha Diesel",Kolkata,2016,29000,Diesel,Manual,First,27.39,1248,74,5,9.53,6.5
943,"Maruti Ciaz ZDi SHVS",Ahmedabad,2016,56000,Diesel,Manual,First,28.09,1248,88.5,5,0,7.5
944,"Maruti SX4 Vxi BSIII",Jaipur,2007,76000,Petrol,Manual,Second,15,1586,104.68,5,0,2.15
945,"Hyundai Elantra CRDi SX",Coimbatore,2015,53615,Diesel,Manual,First,22.7,1582,126.24,5,0,8.44
946,"Mitsubishi Pajero Sport 4X4",Bangalore,2013,132000,Diesel,Manual,First,13.5,2477,175.56,7,34.6,12.49
947,"Volkswagen Ameo 1.2 MPI Comfortline",Pune,2017,14800,Petrol,Manual,First,17,1198,73.75,5,0,5.48
948,"Maruti Ritz VXi",Hyderabad,2013,35433,Petrol,Manual,First,18.5,1197,85.8,5,0,4.2
949,"Hyundai Verna CRDi SX",Hyderabad,2013,82966,Diesel,Manual,First,16.8,1493,110,5,0,7.2
950,"Maruti Swift Dzire Tour LDI",Jaipur,2014,96000,Diesel,Manual,First,23.4,1248,74,5,0,4.8
951,"Mahindra KUV 100 mFALCON D75 K6",Kochi,2017,39528,Diesel,Manual,First,25.32,1198,77,6,0,5.83
952,"Toyota Innova Crysta 2.4 ZX MT",Coimbatore,2018,92056,Diesel,Manual,First,13.68,2393,147.8,7,26.45,18.39
953,"Maruti Baleno Delta 1.2",Pune,2016,14930,Petrol,Manual,First,21.4,1197,83.1,5,0,5.85
954,"Honda Jazz VX Diesel",Mumbai,2016,38000,Diesel,Manual,First,27.3,1498,98.6,5,11.15,6.21
955,"Hyundai i20 1.2 Asta",Delhi,2013,71000,Petrol,Manual,First,17,1197,80,5,0,3.65
956,"Hyundai i20 Sportz Diesel",Delhi,2012,71000,Diesel,Manual,First,23,1396,90,5,0,3.7
957,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C",Pune,2015,50000,Diesel,Automatic,First,19.27,2143,167.62,5,0,30
958,"Hyundai Xcent 1.2 Kappa Base",Kochi,2016,48163,Petrol,Manual,First,19.1,1197,82,5,0,4.85
959,"Hyundai Grand i10 AT Asta",Coimbatore,2017,19168,Petrol,Automatic,First,18.9,1197,82,5,0,6.93
960,"Maruti Alto 800 VXI",Kolkata,2016,26000,Petrol,Manual,First,22.74,796,47.3,5,0,2.6
961,"Chevrolet Sail Hatchback 1.2 LS",Kolkata,2014,37400,Petrol,Manual,First,18.2,1199,82.5,5,0,1.89
962,"Mercedes-Benz C-Class Progressive C 220d",Mumbai,2018,8682,Diesel,Automatic,First,0,1950,194,5,52.26,39.5
963,"Skoda Superb Elegance 1.8 TSI AT",Mumbai,2012,95000,Petrol,Automatic,First,13.7,1798,157.75,5,0,10
964,"Audi A4 2.0 TDI",Kolkata,2009,34000,Diesel,Automatic,First,16.55,1968,147.51,5,0,9.95
965,"Toyota Innova 2.5 G (Diesel) 7 Seater BS IV",Mumbai,2014,95000,Diesel,Manual,Second,12.8,2494,102,8,0,9.45
966,"Mercedes-Benz CLA 200 CDI Sport",Coimbatore,2017,13689,Diesel,Automatic,First,17.9,2143,136,5,0,28.25
967,"Hyundai i10 Era",Jaipur,2008,84000,Petrol,Manual,Second,19.81,1086,68.05,5,0,1.8
968,"Maruti Swift Dzire VXi",Kolkata,2008,47000,Petrol,Manual,Second,17.5,1298,85.8,5,0,1.4
969,"Skoda Rapid 1.5 TDI AT Ambition",Ahmedabad,2015,60001,Diesel,Automatic,First,21.66,1498,103.52,5,0,7.25
970,"Maruti Ritz VDi",Hyderabad,2012,96000,Diesel,Manual,First,21.1,1248,73.9,5,0,3.6
971,"Hyundai Accent GLS 1.6",Jaipur,2004,47300,Petrol,Manual,Second,14.4,1599,94,5,0,1.2
972,"Honda Amaze SX i-VTEC",Coimbatore,2014,28246,Petrol,Manual,Second,17.8,1198,86.7,5,0,4.94
973,"Maruti Wagon R LXI",Delhi,2007,65000,Petrol,Manual,Second,18.9,998,67.1,5,0,1.25
974,"Volkswagen Polo Diesel Comfortline 1.2L",Chennai,2013,68000,Diesel,Manual,Second,22.07,1199,73.9,5,0,4.8
975,"Ford Endeavour 2.2 Trend AT 4X2",Kochi,2019,11209,Diesel,Automatic,First,12.62,2198,158,7,0,31.15
976,"Hyundai i20 1.2 Sportz",Pune,2011,41980,Petrol,Manual,Second,17,1197,80,5,0,3.3
977,"Chevrolet Beat Diesel PS",Bangalore,2012,65000,Diesel,Manual,First,25.44,936,57.6,5,0,2.4
978,"Honda Civic 2010-2013 1.8 V MT",Kolkata,2010,38000,Petrol,Manual,First,14.8,1799,130.2,5,0,2
979,"Maruti Wagon R VXI BS IV",Pune,2014,51000,Petrol,Manual,First,20.51,998,67.04,5,0,3.1
980,"Skoda Rapid 1.6 MPI Ambition Plus",Kochi,2014,33855,Petrol,Manual,First,15,1598,103.6,5,0,5.09
981,"Maruti Baleno Vxi - BSIII",Pune,2006,146000,Petrol,Manual,Second,15.4,1590,94,5,0,1.05
982,"Ford EcoSport 1.5 TDCi Titanium",Bangalore,2015,47037,Diesel,Manual,Second,22.77,1498,98.59,5,0,7
983,"Hyundai Accent GLE",Ahmedabad,2010,58000,Petrol,Manual,Second,13.2,1495,94,5,0,2.5
984,"BMW 5 Series 520d Luxury Line",Mumbai,2012,61240,Diesel,Automatic,First,22.48,1995,190,5,70.43,17.5
985,"Maruti Alto K10 2010-2014 VXI",Chennai,2011,91211,Petrol,Manual,First,20.92,998,67.1,5,0,2.1
986,"Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus",Bangalore,2013,84000,Diesel,Automatic,First,15.73,1968,174.33,5,0,17.75
987,"Maruti Wagon R LXI DUO BSIII",Mumbai,2008,64226,LPG,Manual,First,17.3,1061,57.5,5,0,1.45
988,"Toyota Corolla H4",Bangalore,2005,67000,Petrol,Automatic,Second,11.3,1794,125,5,0,2.45
989,"Volvo XC60 D5",Pune,2011,106976,Diesel,Automatic,First,13.5,2400,215,5,0,13.8
990,"Honda Jazz 1.5 VX i DTEC",Kolkata,2016,27210,Diesel,Manual,First,27.3,1498,98.6,5,0,5.85
991,"Maruti Ciaz 1.3 Alpha",Delhi,2017,26322,Diesel,Manual,First,28.09,1248,88.5,5,0,8.9
992,"Maruti Swift VXI BSIV",Mumbai,2016,9107,Petrol,Manual,First,20.4,1197,81.8,5,0,5.15
993,"Mercedes-Benz New C-Class C 220 CDI Avantgarde",Kochi,2015,63983,Diesel,Automatic,First,19.27,2143,170,5,0,16.56
994,"Maruti Wagon R VXI Minor",Chennai,2010,134000,Petrol,Manual,Second,18.9,1061,67,5,0,1.65
995,"Mercedes-Benz A Class A180 Sport",Pune,2015,11000,Petrol,Automatic,First,15.5,1595,120.7,5,0,16
996,"Hyundai Santro Xing GL",Pune,2008,93000,Petrol,Manual,First,0,1086,62,5,0,1.45
997,"Maruti Swift Dzire AMT ZDI",Coimbatore,2017,24852,Diesel,Automatic,First,26.59,1248,74,5,0,8.08
998,"Hyundai Grand i10 AT Asta",Pune,2014,37632,Petrol,Automatic,First,18.9,1197,82,5,0,4.5
999,"Nissan Sunny 2011-2014 XV Special Edition",Chennai,2013,55000,Petrol,Manual,Second,16.95,1498,97.7,5,0,4.3
1000,"Maruti A-Star Lxi",Hyderabad,2010,81448,Petrol,Manual,First,19,998,66.1,5,0,2.6
1001,"Renault KWID RXT Optional",Hyderabad,2018,1900,Petrol,Manual,First,25.17,799,53.3,5,4.8,4.45
1002,"Hyundai Verna 1.6 SX VTVT (O) AT",Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591,121.4,5,0,5.37
